city,event_type,day_of_week,price,marketing_budget,venue_capacity,temperature,is_raining,attendance
Ujjain,Cricket Screening,0,520,44702,118,31,0,118
Ujjain,Food Festival,0,633,83274,2480,23,0,949
Ujjain,Food Festival,0,208,65630,1146,22,0,776
Indore,Food Festival,4,636,65872,1333,45,0,366
Gwalior,Cricket Screening,5,924,88794,471,36,0,471
Jabalpur,Standup Comedy,0,585,13132,132,42,0,66
Rewa,Music Concert,5,4683,81183,13549,19,0,9484
Indore,Music Concert,4,1783,56857,2699,35,0,2029
Ujjain,Food Festival,6,352,28362,4670,30,0,2722
Satna,Food Festival,0,380,25669,3810,17,0,1874
Indore,Religious/Cultural,6,782,16733,141,31,0,141
Rewa,Cricket Screening,6,612,26975,154,39,0,122
Bhopal,Music Concert,3,2536,43055,5867,25,0,3588
Satna,Standup Comedy,0,371,60258,251,26,0,238
Indore,Religious/Cultural,3,270,37369,140,17,0,140
Indore,Cricket Screening,5,163,59210,159,30,0,159
Ujjain,Religious/Cultural,5,203,98005,277,43,0,277
Jabalpur,Music Concert,1,4984,66678,2714,43,0,820
Gwalior,Tech Meetup,5,35,45604,182,17,0,182
Rewa,Music Concert,2,1418,71629,8812,37,0,6186
Rewa,Religious/Cultural,3,357,64640,150,26,0,150
Bhopal,Music Concert,5,4143,79224,6308,40,0,6043
Bhopal,Religious/Cultural,6,817,10851,224,25,0,224
Gwalior,Religious/Cultural,0,621,50632,109,37,0,109
Bhopal,Religious/Cultural,0,295,59284,190,30,0,190
Rewa,Music Concert,4,1878,22343,8176,25,0,5464
Jabalpur,Religious/Cultural,4,174,68859,241,37,0,241
Satna,Cricket Screening,5,474,31180,189,15,0,176
Ujjain,Food Festival,4,474,2907,2476,21,0,1418
Rewa,Music Concert,5,2392,39002,13154,17,0,8938
Jabalpur,Standup Comedy,2,618,43428,210,32,0,210
Jabalpur,Religious/Cultural,4,664,44253,299,27,0,299
Bhopal,Standup Comedy,3,889,52319,249,45,0,197
Indore,Cricket Screening,5,530,77527,370,15,0,370
Indore,Cricket Screening,5,696,94453,380,15,0,380
Satna,Music Concert,3,2818,58722,11841,43,0,4094
Indore,Standup Comedy,6,248,45256,87,36,0,87
Jabalpur,Food Festival,2,810,46468,1368,27,0,534
Satna,Standup Comedy,2,621,96825,93,24,0,93
Rewa,Religious/Cultural,3,784,59051,108,24,0,108
Bhopal,Cricket Screening,2,238,67261,301,24,0,237
Satna,Religious/Cultural,6,457,72193,267,40,0,267
Jabalpur,Music Concert,5,3518,66756,10914,23,0,6473
Jabalpur,Music Concert,0,2825,46986,4700,33,0,2591
Rewa,Food Festival,6,714,65328,2628,38,0,1082
Indore,Religious/Cultural,6,358,53095,68,20,0,68
Satna,Cricket Screening,4,71,46930,457,20,0,305
Indore,Tech Meetup,6,438,91449,110,18,0,110
Ujjain,Music Concert,6,2204,90721,2841,27,0,2411
Satna,Food Festival,0,170,92241,4385,21,0,2194
Rewa,Tech Meetup,2,378,57940,100,19,0,60
Indore,Cricket Screening,6,876,98429,386,33,0,386
Rewa,Religious/Cultural,3,256,19559,233,22,0,161
Gwalior,Food Festival,0,818,61196,3770,37,0,836
Indore,Music Concert,3,4172,83846,14728,42,0,3779
Rewa,Tech Meetup,2,12,22018,112,37,0,106
Indore,Cricket Screening,6,898,72628,351,21,0,351
Satna,Standup Comedy,5,377,29290,119,30,0,119
Bhopal,Music Concert,2,2851,39818,7935,44,0,2661
Indore,Religious/Cultural,5,182,13885,115,16,0,115
Jabalpur,Music Concert,4,868,81673,10399,35,0,4287
Bhopal,Religious/Cultural,6,239,90368,272,36,0,272
Ujjain,Tech Meetup,2,320,49810,74,35,0,37
Bhopal,Music Concert,0,803,54960,5109,37,0,2460
Satna,Cricket Screening,0,677,6295,253,38,0,85
Bhopal,Religious/Cultural,4,794,22433,126,37,0,126
Bhopal,Tech Meetup,0,203,67083,71,39,0,71
Gwalior,Music Concert,5,1884,39986,9414,32,0,6352
Ujjain,Cricket Screening,3,661,14794,112,45,0,66
Bhopal,Food Festival,4,71,79178,3829,17,0,3438
Jabalpur,Food Festival,2,998,29882,1934,20,0,489
Gwalior,Tech Meetup,3,126,37428,294,35,0,161
Jabalpur,Cricket Screening,6,423,86477,429,25,0,429
Rewa,Religious/Cultural,5,945,34320,55,39,0,55
Jabalpur,Food Festival,6,628,77273,3923,29,0,1113
Gwalior,Music Concert,3,1381,79280,8123,25,0,4590
Gwalior,Tech Meetup,3,250,10181,293,25,0,96
Indore,Food Festival,4,907,90707,1260,34,0,473
Bhopal,Food Festival,4,121,70888,2532,31,0,1836
Jabalpur,Religious/Cultural,4,610,49502,55,24,0,55
Jabalpur,Tech Meetup,2,92,29724,123,39,0,123
Satna,Tech Meetup,5,202,32495,83,29,0,83
Jabalpur,Cricket Screening,5,910,88099,198,35,0,198
Indore,Cricket Screening,0,471,10650,135,41,0,48
Bhopal,Standup Comedy,2,986,20440,82,41,0,82
Satna,Music Concert,3,4407,35413,12880,43,0,3511
Ujjain,Food Festival,2,244,36923,1557,29,0,977
Ujjain,Religious/Cultural,4,281,79214,255,17,0,255
Gwalior,Tech Meetup,4,348,63703,59,38,0,59
Rewa,Music Concert,4,3974,71629,2650,20,0,1254
Gwalior,Tech Meetup,5,246,84308,196,24,0,196
Rewa,Tech Meetup,1,271,16234,74,27,0,73
Ujjain,Tech Meetup,6,6,66434,232,45,0,170
Bhopal,Food Festival,1,937,53925,1932,34,0,842
Bhopal,Music Concert,4,3563,1106,10623,23,0,8116
Gwalior,Standup Comedy,4,865,97266,221,40,0,221
Rewa,Cricket Screening,0,948,30672,320,15,0,246
Jabalpur,Tech Meetup,1,366,40422,267,23,0,53
Rewa,Tech Meetup,2,413,6334,129,18,0,16
Bhopal,Standup Comedy,2,219,25584,273,40,0,139
Ujjain,Food Festival,3,391,31253,1184,37,0,783
Satna,Religious/Cultural,4,999,78560,292,16,0,292
Gwalior,Standup Comedy,5,221,75251,157,41,0,157
Jabalpur,Tech Meetup,3,471,88630,174,25,0,59
Ujjain,Music Concert,3,4432,14645,3456,20,0,1386
Ujjain,Standup Comedy,6,713,76562,236,24,0,236
Gwalior,Standup Comedy,2,303,32690,113,21,0,108
Jabalpur,Music Concert,6,2150,2555,8743,24,0,5667
Satna,Tech Meetup,3,329,85853,77,30,0,77
Ujjain,Food Festival,4,293,88825,4662,37,0,2889
Gwalior,Music Concert,3,553,29524,4061,18,0,2908
Ujjain,Religious/Cultural,1,662,9226,146,38,0,97
Bhopal,Tech Meetup,1,70,82704,164,25,0,164
Gwalior,Music Concert,1,2221,22085,7616,25,0,3025
Gwalior,Religious/Cultural,0,860,42849,286,36,0,226
Gwalior,Music Concert,3,1047,9876,11338,16,0,5061
Indore,Standup Comedy,2,192,90249,116,25,0,116
Rewa,Cricket Screening,0,587,13287,424,42,0,133
Satna,Standup Comedy,6,233,7289,64,28,0,44
Satna,Tech Meetup,3,140,31776,290,30,0,211
Gwalior,Cricket Screening,0,318,45510,268,21,0,268
Gwalior,Standup Comedy,5,382,65487,93,28,0,93
Satna,Tech Meetup,5,373,96806,242,23,0,91
Bhopal,Food Festival,1,441,69613,4144,24,0,3191
Satna,Music Concert,0,740,96389,8787,41,0,2869
Rewa,Religious/Cultural,2,837,11641,294,15,0,176
Ujjain,Tech Meetup,0,7,16257,155,30,0,107
Ujjain,Cricket Screening,1,113,93803,480,35,0,458
Indore,Cricket Screening,0,56,12801,499,18,0,201
Satna,Tech Meetup,2,396,77212,131,26,0,102
Indore,Food Festival,6,688,96177,2261,27,0,1077
Indore,Music Concert,5,4864,30142,10314,27,0,7012
Satna,Standup Comedy,3,262,58140,224,30,0,213
Satna,Music Concert,2,2020,13492,4800,42,0,1511
Jabalpur,Food Festival,6,134,27282,4519,15,0,2655
Gwalior,Tech Meetup,6,349,67112,265,29,0,84
Jabalpur,Music Concert,4,1254,87792,2618,25,0,2022
Rewa,Religious/Cultural,2,133,96340,233,35,0,233
Jabalpur,Cricket Screening,1,126,92306,325,22,0,288
Ujjain,Music Concert,5,917,90812,14031,29,0,7930
Ujjain,Cricket Screening,2,482,83017,452,38,0,268
Indore,Cricket Screening,5,167,54862,348,41,0,291
Gwalior,Cricket Screening,2,68,16100,368,16,0,178
Gwalior,Food Festival,0,754,97799,2886,37,0,950
Rewa,Food Festival,1,342,73610,4094,17,0,2223
Jabalpur,Religious/Cultural,1,702,21285,138,39,0,138
Indore,Cricket Screening,6,996,98255,242,35,0,242
Bhopal,Music Concert,5,4856,69028,6791,21,0,4335
Gwalior,Standup Comedy,5,782,6937,243,19,0,141
Satna,Cricket Screening,5,854,68350,374,42,0,255
Bhopal,Food Festival,5,701,9281,2777,42,0,631
Rewa,Tech Meetup,6,378,52234,225,17,0,46
Bhopal,Food Festival,3,464,69958,4873,42,0,2256
Ujjain,Cricket Screening,2,536,458,119,27,0,24
Rewa,Tech Meetup,0,249,71575,132,28,0,132
Ujjain,Standup Comedy,4,860,39495,205,41,0,103
Jabalpur,Religious/Cultural,3,290,94775,224,25,0,224
Satna,Music Concert,6,1012,12716,10896,40,0,8090
Ujjain,Music Concert,6,2954,35870,3555,26,0,2588
Bhopal,Food Festival,0,668,75807,1378,38,0,652
Rewa,Standup Comedy,5,464,14653,149,23,0,136
Gwalior,Cricket Screening,3,597,55592,127,31,0,127
Satna,Cricket Screening,3,291,71141,168,40,0,168
Rewa,Music Concert,1,1484,40284,13394,33,0,6911
Ujjain,Music Concert,0,4128,34472,13119,15,0,7677
Indore,Tech Meetup,4,204,9964,165,26,0,124
Jabalpur,Tech Meetup,4,199,59456,263,22,0,263
Rewa,Food Festival,0,308,92674,3537,25,0,1902
Ujjain,Tech Meetup,6,113,56092,239,28,0,239
Bhopal,Music Concert,1,1213,43516,10744,32,0,6626
Satna,Food Festival,6,857,7013,4814,34,0,1355
Satna,Tech Meetup,5,253,40075,249,20,0,220
Gwalior,Cricket Screening,4,602,9768,215,18,0,111
Satna,Standup Comedy,3,636,244,221,34,0,69
Jabalpur,Tech Meetup,2,162,36126,56,22,0,56
Indore,Standup Comedy,3,545,62435,244,26,0,244
Indore,Tech Meetup,1,73,30663,190,16,0,190
Gwalior,Cricket Screening,4,221,88197,340,37,0,340
Satna,Cricket Screening,4,80,5478,340,22,0,64
Rewa,Standup Comedy,4,171,68896,155,15,0,155
Indore,Cricket Screening,0,917,18780,107,43,0,64
Gwalior,Cricket Screening,4,132,77777,237,41,0,170
Bhopal,Food Festival,3,862,4280,1407,33,0,376
Rewa,Cricket Screening,0,128,97782,256,32,0,256
Ujjain,Standup Comedy,2,544,19102,267,32,0,186
Ujjain,Religious/Cultural,3,960,27549,145,41,0,145
Bhopal,Standup Comedy,6,65,84451,186,17,0,186
Jabalpur,Religious/Cultural,3,231,43531,233,36,0,233
Ujjain,Standup Comedy,1,945,83617,140,41,0,140
Gwalior,Religious/Cultural,4,136,55882,152,30,0,152
Jabalpur,Cricket Screening,5,974,85335,341,18,0,341
Rewa,Standup Comedy,1,605,85056,135,19,0,135
Jabalpur,Cricket Screening,6,861,48164,499,38,0,472
Ujjain,Standup Comedy,6,169,67218,265,32,0,265
Jabalpur,Religious/Cultural,2,638,46642,175,37,0,175
Gwalior,Religious/Cultural,5,842,51079,204,34,0,204
Bhopal,Tech Meetup,5,451,72214,257,24,0,88
Satna,Religious/Cultural,5,505,42204,287,16,0,287
Satna,Music Concert,1,1035,66229,5550,26,0,3555
Jabalpur,Religious/Cultural,0,410,5823,109,39,0,64
Bhopal,Standup Comedy,1,567,75960,184,45,0,173
Gwalior,Tech Meetup,1,166,28343,84,34,0,84
Indore,Tech Meetup,0,150,14120,152,35,0,88
Indore,Religious/Cultural,2,417,40432,133,24,0,133
Indore,Food Festival,1,950,39804,3188,22,0,922
Bhopal,Music Concert,5,819,79867,5717,18,0,5717
Satna,Religious/Cultural,6,851,42045,60,31,0,60
Satna,Tech Meetup,5,176,91398,68,36,0,68
Ujjain,Standup Comedy,1,680,95314,264,42,0,264
Gwalior,Cricket Screening,3,142,35283,491,42,0,192
Gwalior,Food Festival,3,777,15289,2846,32,0,484
Bhopal,Cricket Screening,1,757,44114,319,20,0,313
Bhopal,Cricket Screening,0,819,53606,390,37,0,382
Ujjain,Religious/Cultural,3,918,84683,103,25,0,103
Jabalpur,Standup Comedy,6,715,8084,120,22,0,84
Satna,Music Concert,0,525,18957,4713,37,0,2686
Jabalpur,Cricket Screening,6,254,13747,106,19,0,106
Rewa,Religious/Cultural,0,254,43669,224,41,0,149
Gwalior,Religious/Cultural,4,392,76953,246,22,0,246
Rewa,Tech Meetup,1,283,18032,119,45,0,52
Indore,Standup Comedy,3,393,21957,190,15,0,153
Rewa,Music Concert,4,1262,78445,13384,38,0,6956
Rewa,Food Festival,4,307,98013,1921,26,0,1498
Ujjain,Food Festival,3,918,19996,1662,31,0,366
Ujjain,Food Festival,3,337,22378,3592,36,0,1663
Jabalpur,Tech Meetup,6,302,30491,51,23,0,21
Gwalior,Religious/Cultural,3,422,23440,94,30,0,94
Bhopal,Standup Comedy,2,109,5057,195,37,0,57
Jabalpur,Food Festival,1,67,99728,2441,29,0,1918
Jabalpur,Food Festival,5,816,17031,4370,19,0,1686
Ujjain,Standup Comedy,5,430,71117,91,32,0,91
Gwalior,Cricket Screening,1,543,91826,253,19,0,253
Ujjain,Music Concert,0,4951,86431,6409,18,0,3325
Jabalpur,Religious/Cultural,5,891,66854,57,34,0,57
Gwalior,Music Concert,2,3725,66806,13713,35,0,7187
Ujjain,Food Festival,2,145,1744,3039,26,0,1351
Ujjain,Standup Comedy,4,730,87110,51,29,0,51
Jabalpur,Music Concert,5,815,65101,2266,18,0,2063
Bhopal,Tech Meetup,3,182,42233,96,30,0,96
Satna,Cricket Screening,6,829,78694,293,32,0,293
Ujjain,Cricket Screening,6,531,28821,358,33,0,272
Gwalior,Food Festival,4,396,43484,2332,36,0,1155
Jabalpur,Religious/Cultural,1,374,51742,99,18,0,99
Indore,Food Festival,0,428,94086,1329,26,0,1303
Ujjain,Music Concert,5,829,15309,14831,36,0,11241
Rewa,Tech Meetup,1,68,48944,170,34,0,147
Ujjain,Food Festival,2,533,70604,1415,15,0,608
Indore,Religious/Cultural,0,366,31424,279,27,0,279
Indore,Music Concert,0,3372,11758,5785,25,0,3309
Indore,Tech Meetup,5,19,19868,258,41,0,139
Satna,Food Festival,3,320,10184,1076,42,0,297
Bhopal,Standup Comedy,4,665,41898,297,24,0,235
Satna,Cricket Screening,3,886,10388,317,26,0,109
Ujjain,Religious/Cultural,3,766,94716,276,16,0,276
Rewa,Music Concert,2,2087,34840,13917,16,0,7653
Indore,Tech Meetup,1,493,98661,83,39,0,71
Gwalior,Religious/Cultural,3,956,30385,171,27,0,171
Jabalpur,Cricket Screening,5,799,53105,460,41,0,247
Bhopal,Music Concert,2,1750,1558,12664,19,0,8927
Gwalior,Cricket Screening,2,830,61927,301,35,0,301
Ujjain,Tech Meetup,1,70,55305,161,22,0,161
Rewa,Food Festival,6,898,5872,1645,39,0,642
Rewa,Cricket Screening,3,931,7353,429,25,0,158
Indore,Music Concert,2,4294,29683,9736,38,0,7548
Gwalior,Religious/Cultural,3,162,6300,155,24,0,117
Jabalpur,Music Concert,6,4092,30292,9710,44,0,3363
Jabalpur,Music Concert,3,660,46103,10993,41,0,3111
Gwalior,Cricket Screening,5,991,45884,298,34,0,298
Gwalior,Religious/Cultural,3,565,53363,275,30,0,275
Rewa,Religious/Cultural,3,346,79932,115,37,0,115
Ujjain,Music Concert,5,2023,41984,6130,27,0,3012
Bhopal,Standup Comedy,6,329,13352,215,17,0,158
Ujjain,Cricket Screening,1,960,64428,383,28,0,383
Indore,Cricket Screening,1,779,16393,382,22,0,197
Indore,Cricket Screening,6,637,2011,429,25,0,242
Jabalpur,Standup Comedy,2,515,35978,60,44,0,60
Bhopal,Standup Comedy,4,85,20326,98,32,0,98
Ujjain,Food Festival,6,395,49776,1939,43,0,993
Bhopal,Cricket Screening,6,904,56272,191,19,0,191
Gwalior,Cricket Screening,5,870,17281,278,41,0,102
Rewa,Standup Comedy,6,882,43108,163,29,0,163
Jabalpur,Music Concert,2,3009,78202,5989,44,0,1323
Jabalpur,Tech Meetup,0,174,9826,210,24,0,88
Satna,Religious/Cultural,5,495,30205,261,26,0,261
Rewa,Cricket Screening,3,942,68231,459,25,0,348
Ujjain,Tech Meetup,3,97,21094,145,27,0,128
Jabalpur,Religious/Cultural,2,710,54962,94,40,0,94
Jabalpur,Cricket Screening,2,99,64156,274,34,0,274
Jabalpur,Cricket Screening,1,451,91388,490,22,0,490
Rewa,Tech Meetup,6,447,6501,185,29,0,14
Jabalpur,Religious/Cultural,0,846,14995,86,23,0,86
Jabalpur,Food Festival,0,448,39350,2517,34,0,1916
Bhopal,Food Festival,3,61,39830,2290,33,0,1233
Jabalpur,Music Concert,6,4608,98102,4675,22,0,2866
Gwalior,Food Festival,1,75,27427,1796,43,0,604
Bhopal,Religious/Cultural,0,333,13507,209,18,0,177
Satna,Tech Meetup,6,199,94775,114,30,0,114
Rewa,Standup Comedy,5,111,55565,291,33,0,263
Satna,Religious/Cultural,1,823,88002,253,16,0,253
Ujjain,Music Concert,6,3049,26978,6767,39,0,3432
Indore,Religious/Cultural,2,427,77201,257,25,0,257
Jabalpur,Cricket Screening,4,403,98225,402,21,0,402
Satna,Food Festival,4,896,38371,3768,17,0,1091
Gwalior,Standup Comedy,5,472,89712,98,34,0,98
Jabalpur,Food Festival,6,241,92745,4932,33,0,4144
Rewa,Tech Meetup,1,157,4457,73,27,0,25
Gwalior,Cricket Screening,3,962,72637,306,20,0,306
Gwalior,Food Festival,5,442,30596,4825,24,0,2456
Indore,Food Festival,5,974,44776,1863,15,0,925
Gwalior,Standup Comedy,0,166,13737,215,39,0,95
Ujjain,Standup Comedy,5,404,25140,67,28,0,67
Jabalpur,Music Concert,3,2976,22960,7594,41,0,2047
Bhopal,Religious/Cultural,4,745,30546,178,19,0,178
Jabalpur,Religious/Cultural,4,807,91913,65,43,0,65
Jabalpur,Food Festival,5,699,95810,2282,41,0,496
Jabalpur,Music Concert,3,2070,43579,10874,32,0,4095
Jabalpur,Cricket Screening,0,228,24517,126,36,0,126
Satna,Standup Comedy,4,457,68392,155,24,0,155
Indore,Food Festival,2,534,5387,2651,24,0,680
Satna,Religious/Cultural,3,530,15412,229,20,0,202
Jabalpur,Cricket Screening,1,787,20343,491,26,0,228
Indore,Music Concert,2,2737,84031,5217,28,0,2848
Satna,Religious/Cultural,4,254,65082,148,38,0,148
Indore,Religious/Cultural,6,985,38872,88,19,0,88
Ujjain,Cricket Screening,4,989,13554,418,28,0,165
Gwalior,Music Concert,3,4056,10088,10845,36,0,3728
Rewa,Food Festival,2,769,75587,2761,42,0,545
Indore,Music Concert,5,1734,37979,8108,20,0,6633
Ujjain,Tech Meetup,5,372,4397,109,15,0,10
Jabalpur,Tech Meetup,5,336,51403,54,40,0,54
Gwalior,Cricket Screening,1,462,17377,419,20,0,164
Gwalior,Religious/Cultural,1,971,43514,75,26,0,75
Satna,Cricket Screening,6,416,61024,391,20,0,298
Rewa,Tech Meetup,1,315,63829,248,31,0,46
Satna,Food Festival,4,266,21000,4306,18,0,2125
Gwalior,Cricket Screening,1,465,22673,431,37,0,189
Gwalior,Food Festival,4,563,10404,2896,18,0,858
Satna,Cricket Screening,2,652,47354,187,36,0,187
Bhopal,Religious/Cultural,6,270,45966,260,18,0,260
Jabalpur,Tech Meetup,3,334,93077,184,18,0,97
Satna,Music Concert,2,2833,2902,14226,26,0,8646
Jabalpur,Music Concert,3,1899,72890,5192,35,0,3173
Satna,Tech Meetup,2,262,40537,73,19,0,73
Gwalior,Religious/Cultural,6,168,3782,283,22,0,240
Rewa,Tech Meetup,2,97,26380,256,40,0,166
Satna,Food Festival,6,571,44365,4906,19,0,1286
Rewa,Music Concert,6,4918,11230,10966,23,0,5547
Gwalior,Standup Comedy,2,304,16451,131,37,0,112
Ujjain,Music Concert,0,3076,68235,11713,27,0,4779
Bhopal,Tech Meetup,3,204,19577,296,31,0,156
Ujjain,Cricket Screening,0,786,19831,459,40,0,176
Ujjain,Tech Meetup,6,25,28365,292,27,0,177
Gwalior,Religious/Cultural,4,460,37654,242,23,0,227
Satna,Food Festival,3,418,30192,2039,21,0,1019
Gwalior,Standup Comedy,4,835,65883,258,23,0,258
Bhopal,Tech Meetup,6,228,27600,286,18,0,190
Gwalior,Standup Comedy,0,507,12609,261,45,0,37
Ujjain,Cricket Screening,6,102,49951,130,37,0,130
Gwalior,Religious/Cultural,6,831,1211,277,42,0,81
Gwalior,Food Festival,6,687,47102,3221,44,0,627
Gwalior,Music Concert,6,1562,11187,12641,19,0,9999
Indore,Tech Meetup,2,413,21900,87,22,0,31
Rewa,Food Festival,0,104,65502,1013,20,0,861
Rewa,Tech Meetup,5,144,86815,216,35,0,216
Bhopal,Tech Meetup,2,281,84754,111,36,0,111
Bhopal,Food Festival,4,640,76458,2077,19,0,866
Indore,Food Festival,1,239,772,4754,17,0,3065
Gwalior,Cricket Screening,5,284,14671,451,31,0,163
Gwalior,Music Concert,5,3230,30712,4470,20,0,2116
Jabalpur,Cricket Screening,4,187,52408,251,18,0,251
Gwalior,Music Concert,4,2155,93563,7738,15,0,3411
Bhopal,Standup Comedy,3,556,54824,165,29,0,165
Jabalpur,Tech Meetup,6,439,19698,153,19,0,20
Satna,Tech Meetup,5,44,2654,260,41,0,58
Gwalior,Cricket Screening,1,304,34836,325,39,0,193
Indore,Standup Comedy,1,155,53560,144,17,0,144
Ujjain,Standup Comedy,5,141,79354,280,36,0,280
Bhopal,Religious/Cultural,2,269,31236,287,40,0,269
Jabalpur,Standup Comedy,5,233,24506,81,35,0,81
Bhopal,Tech Meetup,4,343,71615,297,30,0,65
Bhopal,Cricket Screening,3,581,76468,418,25,0,418
Gwalior,Tech Meetup,5,218,7215,298,45,0,113
Jabalpur,Music Concert,6,2084,93682,4160,33,0,2503
Satna,Standup Comedy,5,292,30019,132,21,0,132
Ujjain,Religious/Cultural,3,932,27696,205,32,0,203
Rewa,Music Concert,4,4299,69790,11590,33,0,5169
Rewa,Food Festival,2,293,7108,2706,45,0,817
Jabalpur,Music Concert,0,2139,58063,13265,17,0,7053
Rewa,Cricket Screening,1,473,50422,227,26,0,222
Jabalpur,Food Festival,0,943,44829,3840,37,0,797
Ujjain,Cricket Screening,2,590,81,341,21,0,120
Ujjain,Standup Comedy,4,258,46181,132,20,0,132
Bhopal,Religious/Cultural,1,549,21283,52,16,0,52
Indore,Standup Comedy,3,435,85054,138,40,0,138
Indore,Food Festival,3,131,47350,4779,23,0,2490
Bhopal,Standup Comedy,2,512,62792,53,21,0,53
Bhopal,Music Concert,4,2674,73933,5350,22,0,3966
Indore,Cricket Screening,4,376,74468,108,32,0,108
Ujjain,Music Concert,4,2532,63841,7064,38,0,5119
Indore,Music Concert,0,2886,84850,7160,26,0,4305
Ujjain,Standup Comedy,1,342,72751,64,33,0,64
Jabalpur,Religious/Cultural,4,358,98767,265,40,0,265
Ujjain,Standup Comedy,5,393,53190,144,36,0,144
Jabalpur,Standup Comedy,2,694,37913,275,37,0,261
Jabalpur,Standup Comedy,6,718,47071,103,23,0,103
Ujjain,Religious/Cultural,0,924,15301,268,16,0,241
Gwalior,Tech Meetup,4,97,51146,155,26,0,155
Indore,Music Concert,2,2242,91993,14550,40,0,6665
Gwalior,Religious/Cultural,6,206,57028,239,40,0,239
Jabalpur,Religious/Cultural,2,65,28859,296,36,0,296
Bhopal,Standup Comedy,6,474,44983,283,26,0,283
Jabalpur,Tech Meetup,3,95,70931,297,26,0,297
Gwalior,Standup Comedy,4,840,52672,245,26,0,245
Indore,Cricket Screening,6,356,1832,438,25,0,247
Rewa,Tech Meetup,1,321,83218,115,41,0,39
Bhopal,Cricket Screening,6,805,22976,198,35,0,185
Indore,Religious/Cultural,0,176,30165,299,27,0,299
Satna,Standup Comedy,5,767,27929,227,44,0,101
Jabalpur,Cricket Screening,5,103,39703,152,44,0,122
Indore,Music Concert,5,3804,91249,11805,27,0,11026
Gwalior,Music Concert,2,1011,77288,3319,41,0,1677
Gwalior,Standup Comedy,2,823,14399,179,21,0,61
Bhopal,Food Festival,5,786,6358,1188,40,0,516
Gwalior,Music Concert,3,3360,44272,6227,37,0,2776
Jabalpur,Music Concert,6,946,81778,9465,33,0,5702
Rewa,Standup Comedy,4,508,5709,180,31,0,34
Rewa,Music Concert,1,1807,3176,3748,32,0,1624
Rewa,Standup Comedy,2,765,57771,174,22,0,174
Gwalior,Music Concert,3,1228,59629,12437,19,0,7289
Satna,Tech Meetup,0,50,44569,141,33,0,141
Jabalpur,Cricket Screening,2,805,64974,458,34,0,458
Satna,Tech Meetup,0,186,80337,170,16,0,170
Ujjain,Food Festival,4,686,93951,1929,23,0,483
Satna,Food Festival,6,684,72920,2738,22,0,915
Ujjain,Cricket Screening,0,738,43812,203,33,0,203
Gwalior,Music Concert,0,1016,14561,7919,18,0,3317
Ujjain,Religious/Cultural,3,303,32134,92,42,0,82
Ujjain,Religious/Cultural,1,656,39358,124,31,0,124
Rewa,Standup Comedy,1,622,82406,97,15,0,97
Rewa,Food Festival,1,635,88049,3420,45,0,404
Indore,Standup Comedy,0,394,77317,257,21,0,257
Bhopal,Food Festival,4,434,9566,3383,25,0,1467
Bhopal,Standup Comedy,0,202,58901,235,45,0,183
Rewa,Tech Meetup,1,200,22447,292,17,0,168
Gwalior,Tech Meetup,1,118,66891,153,28,0,153
Satna,Music Concert,4,863,63181,2245,26,0,1483
Bhopal,Religious/Cultural,0,513,86984,50,31,0,50
Rewa,Music Concert,0,2064,38421,13295,24,0,7024
Bhopal,Music Concert,1,2032,51809,13850,21,0,8289
Bhopal,Religious/Cultural,6,639,78973,206,40,0,206
Ujjain,Cricket Screening,1,597,78014,434,34,0,283
Gwalior,Music Concert,4,2382,27577,12397,19,0,5513
Jabalpur,Cricket Screening,1,88,96214,206,37,0,206
Jabalpur,Religious/Cultural,4,438,10712,271,42,0,140
Satna,Standup Comedy,1,308,49156,222,34,0,222
